,character,line
8858,Stefan, Do you realize someone is going to get hurt right?
8859,Damon," No, someone is going to get mad, as in rage"
8860,Stefan, What's that going to accomplish?
8861,Damon," That Tyler kid is incapable of walking away from a fight. Let's see who intervenes, maybe the ambigus, supernatural mystery uncle"
8862,Damon," Hey Blondie, they let you out?"
8863,Caroline, I remember
8864,Damon, What do you remember?
8865,Caroline," I remember how you manipulated me, you pushed me around, abused me, erased my memories, fed on me"
8866,Damon, You're crazy
8867,Caroline," Memories have been coming back, in pieces"
8868,Damon," You can't remember. It's impossible, I mean unless you're becoming a…"
8869,Caroline," have a message from Katherine, she said ""Game on"""
8870,Damon, Wait…
8871,Caroline, You suck
8872,Damon, Elena
8873,Elena, What do you want Damon?
8874,Damon, I know I'm the last person you want to see right now but I need you to come with me
8875,Elena, Whatever it is I'm not interested
8876,Damon," Yeah, I need you to come with me right now, Elena"
8877,Tyler, Watch where you are going
8878,Carter, You got a problem?
8879,Tyler," Yeah, you walked right into me"
8880,Carter, What are you going to do about it?
8881,Tyler, You're kidding right?
8882,Tyler, You better back off
8883,Tyler," You hit me again, I swear to god…"
8884,Mason, What the hell man?
8885,Tyler, Your eyes
8886,Stefan, You're alright man?
8887,Carter, Why did I just do that?
8888,Stefan, You were just in the wrong place at the wrong time
8889,Matt, What are you doing here?
8890,Caroline," They discharged me, I'm better"
8891,Matt, How do you feel?
8892,Caroline, I feel pretty good
8893,Matt," Yeah, ‘cause earlier you were…"
8894,Caroline, I'm all better
8895,Caroline, All better
8896,Matt," Okay, you want to give it a sh*t?"
8897,Matt," Wow, hey, nice sh*t k*ll"
8898,Caroline, They must already have been broken
8899,Caroline, Oh no
8900,Matt, What's wrong?
8901,Caroline, I got to go
8902,Matt," Wait Caro, are you okay, I mean…"
8903,Caroline, Just leave me alone!
8904,Caroline, How did this happen?
8905,Damon," Well, I fed her bl*od and Katherine obviously k*ll her and a plus b equals…"
8906,Elena, But why?
8907,Damon, Because Katherine is a manipulative nasty little slut
8908,Stefan," And she said ""game on""? What is that even mean?"
8909,Damon," It means she's playing dirty, she wants us to know"
8910,Elena, But why Caroline?
8911,Damon, I don't know
8912,Stefan," Caroline must be completely out of her mind, she don't even know what's happening to her"
8913,Damon, Oh I think she does. All of my compulsion from the past sort of wiring of the minute she was in transition
8914,Stefan, We have to find her
8915,Damon, Yep and k*ll her
8916,Elena, You're not gonna k*ll Caroline
8917,Damon," She knows who we are, she's officially a liability, and we've got to get rid of her"
8918,Stefan," Damon, absolutely not"
8919,Damon," Need I to remind you the tragic little story of a girl named Vicki Donovan? Caroline, of all people, won't not make it as a vampire. Her mother is a vampire hunter. Guys come on, we all know how this story's gonna end, just flip to the last chapter and…"
8920,Elena, It's not an option Damon
8921,Damon," No? Your silence is defining, Stefan. Wait, wasn't there a school carnival the night you staked Vicki?"
8922,Stefan, we're not gonna k*ll her
8923,Damon, It's the only way
8924,Carter," Hey, is everything okay?"
8925,Caroline, I'm so sorry
8926,Carter, What?
8927,Matt," She's obviously pissed at me for something but for what, no clue"
8928,Bonnie, What happened?
8929,Matt, She freaked out and she's been like that all day. Cool one minute and crazy and neurotic next
8930,Bonnie," She almost died, it's must be messing with her head. Plus, she's Caroline"
8931,Matt," Yeah, I'm used to the insecurity and all that. This is who she is, love it or hate it but this seemed I don't know… different. I can't explain it"
8932,Elena," You're agreed with Damon, don't you? Stefan?"
8933,Stefan," Damon's right, not about what we should do but about what's gonna happen. Katherine has decided Caroline's death sentence"
8934,Elena, We can't let it in that way. She's doing this to me isn't she?
8935,Stefan," No, she's doing it to me"
8936,Tyler," Well, we're home. Safe territory, enough with the silence"
8937,Mason, I told you to leave it alone
8938,Tyler, What was that move you pulled?
8939,Mason," Brazilian martial art, I took some classes a while back"
8940,Tyler, Don't lie to me!
8941,Mason, I'm not lying
8942,Tyler, I saw something!
8943,Mason, You didn't see anything
8944,Tyler," I saw your eyes, they glowed"
8945,Mason," Reflection of a car headlight maybe, that's all"
8946,Tyler, Reflection of a car headlight…
8947,Mason, Yes
8948,Tyler, You really expect me to believe that?
8949,Mason, Tyler! You want to know what you saw? You saw me get pissed of that I had to put your delinquent ass out of a fight!
8950,Elena," Where could she be? What is it? Do you hear her? What's going on Stefan, what is it?"
8951,Stefan," bl*od, I smell bl*od"
8952,Caroline," He's dead, I k*ll him. What's wrong with me?"
8953,Damon," Hey, hey it's okay. I can help you"
8954,Caroline, You can?
8955,Damon," Yeah, I have to"
8956,Caroline, What are you gonna do?
8957,Damon," The only thing I can do, I'm gonna k*ll you"
8958,Caroline, Please don't! I don't want to die!
8959,Damon, Yeah but you are already dead
8960,Caroline," No, I'm not. Don't say that okay? Just help me!"
8961,Damon, Okay
8962,Caroline," Okay? Just help me please! Please, please!"
8963,Damon," Okay, okay"
8964,Damon, Stefan!
8965,Caroline, Get away from me! You k*ll me!
8966,Elena," No, no, no, no Caroline! That wasn't me. You know that! That was Katherine"
8967,Caroline," No! Then why did she look like you?! And why, why did she do this to me?"
8968,Elena," Stefan, we've got to get her inside"
8969,Stefan," It's okay Caroline, come with me"
8970,Damon," She'll die, it's only a matter of time"
8971,Stefan, Yeah but it's not gonna happen tonight
8972,Damon, Oh yeah it is
8973,Elena," Damon, she's my friend"
8974,Damon," Whatever happens, it's on you"
8975,Bonnie, Caroline?
8976,Stefan," It's okay, come on"
8977,Bonnie," No, you're not, it can't be"
8978,Caroline, Bonnie?
8979,Elena, Oh god!
8980,Caroline, She hates me! Bonnie hates me
8981,Stefan," No, she's just in shock, we all are"
8982,Caroline, And what about Matt?
8983,Stefan," Shut. One thing at one time, let' get this bl*od off, come on"
8984,Caroline, I'm a m*rder. I'm a monster!
8985,Stefan," Look at me, your emotions are highing right now, it's part of the transformation, it's completely normal, I promise you okay?"
8986,Caroline, Why is this keeping happening to my face?
8987,Stefan," Look at me, look at me, look at me! Caroline, Caroline! Look at me! Look at my face, look at my face!"
8988,Stefan," You see that? When you feel the bl*od rushing, you tell yourself that you're going to get through it, that you're strong enough. Yes, yes, no matter how good it feels to get yourself over to it, you fight it off, you burry it. Watch me, watch me"
8989,Stefan, It's the only way you're gonna to survive this thing. Try
8990,Stefan, That's good
8991,Caroline, Why did Katherine do this to me?
8992,Stefan," I don't know, I wish I did. Hey, hey, I promise you I will not let anything happen to you. Come here"
8993,Bonnie, I can't believe this is happening
8994,Damon," Come on, don't pout about it, I've got a body to bury"
8995,Damon," I thought you were calling the shots, no? It sucks to be you buddy"
8996,Bonnie, I told you what would happen if anyone else got hurt 
8997,Damon, I didn't do this
8998,Elena," Bonnie, it wasn't his fault"
8999,Bonnie, Everything that happens is his fault Elena
9000,Elena," Bonnie, what are you doing?"
9001,Elena, Bonnie stop it!
9002,Elena," Bonnie, stop! You're going to k*ll him?"
9003,Elena," Bonnie, stop!"
9004,Bonnie, Why did you stop me?
9005,Elena," Because this isn't us. Bonnie, this can't be us"
9006,Stefan," Hey. Caroline is okay for now, I'm gonna check on her later"
9007,Elena, What about the guy she…
9008,Stefan, It's taking care of
9009,Elena," Damon's right, isn't he? It won't end her for her"
9010,Stefan," No, I'm gonna make sure that he's wrong"
9011,Elena, I just can't believe what this day has turned into
9012,Stefan, Not a normal day uh?
9013,Elena," I was stupid to think that it could be. I mean, nothing about my life is normal. My best friend is a witch, my friend is a vampire and I have a doppelgänger who wants to destroy all of us"
9014,Stefan, I'm sorry
9015,Elena," No, it's not your fault, Stefan. T's no one's fault you know? It is what it is"
9016,Elena," I'm fine, I'm fine. It's just that… you know what? I'm fine. I'm gonna to call you tomorrow okay? Good night Stefan"
9017,Stefan, Good night
9018,Carol, I think it's good for Tyler to have you in the house
9019,Mason, I appreciate that Carol
9020,Carol," Oh, and I can see If I can dig up that stone you're looking for. It's bound to be tucked away in one of Richard's knocks and crannies"
9021,Mason," Hey man, you're heading up?"
9022,Tyler, In a minute. Good night mom
9023,Carol, Good night Tyler
9024,Mason," Hey, I'm sorry about earlier, we're all good?"
9025,Tyler," yeah, we're good"
9026,Mason, Alright
9027,Damon, What the hell are you doing here?
9028,Jeremy, You don't lock your front door
9029,Damon, Yeah
9030,Jeremy, No I wouldn't… I lasted it with vervain
9031,Damon, Why would you do that?
9032,Jeremy, So I could stake you… with this
9033,Damon, You came here to k*ll me?
9034,Jeremy," It's only fair, you k*ll me first"
9035,Damon, What made your eyes went up?
9036,Jeremy," My father hated vampires, my uncle too. They were absolute they knew exactly what they stood for and I figured maybe I should too. I mean, stand for something but k*ll you, what's that gonna do?"
9037,Damon," Look, I don't do the big brother thing very well. Sorry, I don't have any milk and cookie stuff for you"
9038,Jeremy, Dick
9039,Damon, Wait. My fathers hated vampires too
9040,Jeremy, He did?
9041,Damon," For the same reasons your dad did. Only it was 1864, people knew how to woodle"
9042,Damon, Did you do this?
9043,Jeremy, Yeah I tried; it's harder than it looks
9044,Caroline, What are you doing here?
9045,Matt, I came to see if today's bask period has expired
9046,Caroline, You know you should just go ‘cause my mom is gonna be home soon
9047,Matt," You've been dodging me all day. I mean, I'm more insecure than you are now"
